,code,name,c_name
846,600673,东阳光科,有色金属
847,600711,盛屯矿业,有色金属
848,600714,金瑞矿业,有色金属
849,600768,宁波富邦,有色金属
850,600888,新疆众和,有色金属
851,600961,株冶集团,有色金属
852,601137,博威合金,有色金属
853,601168,西部矿业,有色金属
854,601600,中国铝业,有色金属
855,601677,明泰铝业,有色金属
856,601899,紫金矿业,有色金属
857,601958,金钼股份,有色金属
858,000060,中金岭南,有色金属
859,000426,兴业矿业,有色金属
860,000587,金洲慈航,有色金属
861,000602,金马集团,有色金属
862,000603,盛达矿业,有色金属
863,000612,焦作万方,有色金属
864,000630,铜陵有色,有色金属
865,000657,中钨高新,有色金属
866,000697,炼石有色,有色金属
867,000751,锌业股份,有色金属
868,000758,中色股份,有色金属
869,000762,西藏矿业,有色金属
870,000807,云铝股份,有色金属
871,000831,五矿稀土,有色金属
872,000878,云南铜业,有色金属
873,000960,锡业股份,有色金属
874,000962,东方钽业,有色金属
875,002082,栋梁新材,有色金属
876,002114,罗平锌电,有色金属
877,002149,西部材料,有色金属
878,002155,湖南黄金,有色金属
879,002160,常铝股份,有色金属
880,002167,东方锆业,有色金属
881,002171,楚江新材,有色金属
882,002182,云海金属,有色金属
883,002203,海亮股份,有色金属
884,002237,恒邦股份,有色金属
885,002295,精艺股份,有色金属
886,002333,罗普斯金,有色金属
887,002340,格林美,有色金属
888,002378,章源钨业,有色金属
889,002379,宏创控股,有色金属
890,002428,云南锗业,有色金属
891,002460,赣锋锂业,有色金属
892,002501,利源精制,有色金属
893,002540,亚太科技,有色金属
894,002578,闽发铝业,有色金属
895,002617,露笑科技,有色金属
896,300034,钢研高纳,有色金属
897,600167,联美控股,供水供气
898,600168,武汉控股,供水供气
899,600187,国中水务,供水供气
900,600283,钱江水利,供水供气
901,600323,瀚蓝环境,供水供气
902,600333,长春燃气,供水供气
903,600461,洪城水业,供水供气
904,600617,国新能源,供水供气
905,600635,大众公用,供水供气
906,600649,城投控股,供水供气
907,600719,大连热电,供水供气
908,600758,红阳能源,供水供气
909,600917,重庆燃气,供水供气
910,600982,宁波热电,供水供气
911,601139,深圳燃气,供水供气
912,601158,重庆水务,供水供气
913,601199,江南水务,供水供气
914,000593,大通燃气,供水供气
915,000605,渤海股份,供水供气
916,000669,金鸿控股,供水供气
917,000685,中山公用,供水供气
918,000692,惠天热电,供水供气
919,000695,滨海能源,供水供气
920,002267,陕天然气,供水供气
921,002700,新疆浩源,供水供气
922,600089,特变电工,发电设备
923,600192,长城电工,发电设备
924,600268,国电南自,发电设备
925,600290,华仪电气,发电设备
926,600312,平高电气,发电设备
927,600416,湘电股份,发电设备
928,600517,置信电气,发电设备
929,600525,长园集团,发电设备
930,600550,保变电气,发电设备
931,600580,卧龙电气,发电设备
932,600590,泰豪科技,发电设备
933,600875,东方电气,发电设备
934,600973,宝胜股份,发电设备
935,601126,四方股份,发电设备
936,601179,中国西电,发电设备
937,601558,*ST锐电,发电设备
938,601700,风范股份,发电设备
939,601727,上海电气,发电设备
940,601877,正泰电器,发电设备
941,603333,明星电缆,发电设备
942,603618,杭电股份,发电设备
943,000400,许继电气,发电设备
944,000585,东北电气,发电设备
945,000682,东方电子,发电设备
946,000806,银河生物,发电设备
947,000967,盈峰环境,发电设备
948,002028,思源电气,发电设备
949,002074,国轩高科,发电设备
950,002112,三变科技,发电设备
951,002123,梦网集团,发电设备
952,002130,沃尔核材,发电设备
953,002168,深圳惠程,发电设备
954,002169,智光电气,发电设备
955,002202,金风科技,发电设备
956,002212,南洋股份,发电设备
957,002227,奥 特 迅,发电设备
958,002276,万马股份,发电设备
959,002300,太阳电缆,发电设备
960,002323,雅百特,发电设备
961,002350,北京科锐,发电设备
962,002358,森源电气,发电设备
963,002451,摩恩电气,发电设备
964,002471,中超控股,发电设备
965,002498,汉缆股份,发电设备
966,002531,天顺风能,发电设备
967,002533,金杯电工,发电设备
968,002560,通达股份,发电设备
969,002622,融钰集团,发电设备
970,002660,茂硕电源,发电设备
971,300001,特锐德,发电设备
972,300004,南风股份,发电设备
973,300018,中元股份,发电设备
974,300040,九洲电气,发电设备
975,300048,合康新能,发电设备
976,300062,中能电气,发电设备
977,300069,金利华电,发电设备
978,300120,经纬电材,发电设备
979,300125,易世达,发电设备
980,300129,泰胜风能,发电设备
981,300141,和顺电气,发电设备
982,300153,科泰电源,发电设备
983,300208,恒顺众昇,发电设备
984,300341,麦迪电气,发电设备
985,300372,欣泰退,发电设备
986,300444,双杰电气,发电设备
987,600069,银鸽投资,造纸行业
988,600103,青山纸业,造纸行业
989,600163,中闽能源,造纸行业
990,600235,民丰特纸,造纸行业
991,600308,华泰股份,造纸行业
992,600356,恒丰纸业,造纸行业
993,600433,冠豪高新,造纸行业
994,600462,九有股份,造纸行业
995,600567,山鹰纸业,造纸行业
996,600793,宜宾纸业,造纸行业
997,600963,岳阳林纸,造纸行业
998,600966,博汇纸业,造纸行业
999,000488,晨鸣纸业,造纸行业
1000,000815,美利云,造纸行业
1001,000820,神雾节能,造纸行业
1002,000833,贵糖股份,造纸行业
1003,002012,凯恩股份,造纸行业
1004,002067,景兴纸业,造纸行业
1005,002078,太阳纸业,造纸行业
1006,002235,安妮股份,造纸行业
1007,002303,美盈森,造纸行业
1008,002511,中顺洁柔,造纸行业
1009,002521,齐峰新材,造纸行业
1010,002565,顺灏股份,造纸行业
1011,600072,中船科技,船舶制造
1012,600150,中国船舶,船舶制造
1013,600685,中船防务,船舶制造
1014,601890,亚星锚链,船舶制造
1015,601989,中国重工,船舶制造
1016,002608,江苏国信,船舶制造
1017,300008,天海防务,船舶制造
1018,300123,太阳鸟,船舶制造
1019,600121,*ST郑煤,煤炭行业
1020,600123,兰花科创,煤炭行业
1021,600157,永泰能源,煤炭行业
1022,600179,安通控股,煤炭行业
1023,600188,兖州煤业,煤炭行业
1024,600348,阳泉煤业,煤炭行业
1025,600381,青海春天,煤炭行业
1026,600395,盘江股份,煤炭行业
1027,600397,安源煤业,煤炭行业
1028,600403,*ST大有,煤炭行业
1029,600408,安泰集团,煤炭行业
1030,600508,上海能源,煤炭行业
1031,600546,山煤国际,煤炭行业
1032,600652,游久游戏,煤炭行业
1033,600714,金瑞矿业,煤炭行业
1034,600721,百花村,煤炭行业
1035,600725,ST云维,煤炭行业
1036,600740,山西焦化,煤炭行业
1037,600792,云煤能源,煤炭行业
1038,600971,恒源煤电,煤炭行业
1039,600997,开滦股份,煤炭行业
1040,601001,大同煤业,煤炭行业
1041,601011,宝泰隆,煤炭行业
1042,601015,陕西黑猫,煤炭行业
1043,601088,中国神华,煤炭行业
1044,601101,昊华能源,煤炭行业
1045,601225,陕西煤业,煤炭行业
1046,601666,平煤股份,煤炭行业
1047,601699,潞安环能,煤炭行业
1048,601898,中煤能源,煤炭行业
1049,601918,新集能源,煤炭行业
1050,000034,神州数码,煤炭行业
1051,000552,靖远煤电,煤炭行业
1052,000571,新大洲Ａ,煤炭行业
1053,000723,美锦能源,煤炭行业
1054,000780,*ST平能,煤炭行业
1055,000933,神火股份,煤炭行业
1056,000937,冀中能源,煤炭行业
1057,000968,蓝焰控股,煤炭行业
1058,000983,西山煤电,煤炭行业
1059,002128,露天煤业,煤炭行业
1060,600073,上海梅林,食品行业
1061,600186,莲花健康,食品行业
1062,600191,华资实业,食品行业
1063,600260,凯乐科技,食品行业
1064,600298,安琪酵母,食品行业
1065,600300,维维股份,食品行业
1066,600305,恒顺醋业,食品行业
1067,600419,天润乳业,食品行业
1068,600429,三元股份,食品行业
1069,600597,光明乳业,食品行业
1070,600695,绿庭投资,食品行业
1071,600737,中粮糖业,食品行业
1072,600866,星湖科技,食品行业
1073,600872,中炬高新,食品行业
1074,600873,梅花生物,食品行业
1075,600887,伊利股份,食品行业
1076,600962,国投中鲁,食品行业
1077,603020,爱普股份,食品行业
1078,603288,海天味业,食品行业
1079,000019,深深宝Ａ,食品行业
1080,000529,广弘控股,食品行业
1081,000639,西王食品,食品行业
1082,000716,黑芝麻,食品行业
1083,000796,凯撒旅游,食品行业
1084,000848,承德露露,食品行业
1085,000893,东凌国际,食品行业
1086,000895,双汇发展,食品行业
1087,000911,南宁糖业,食品行业
1088,000930,中粮生化,食品行业
1089,000972,*ST中基,食品行业
1090,002216,三全食品,食品行业
1091,002220,天宝食品,食品行业
1092,002286,保龄宝,食品行业
1093,002329,皇氏集团,食品行业
1094,002330,得利斯,食品行业
1095,002387,黑牛食品,食品行业
1096,002481,双塔食品,食品行业
1097,002495,佳隆股份,食品行业
1098,002507,涪陵榨菜,食品行业
1099,002515,金字火腿,食品行业
1100,002557,洽洽食品,食品行业
1101,002568,百润股份,食品行业
1102,002570,贝因美,食品行业
1103,002582,好想你,食品行业
1104,002604,龙力生物,食品行业
1105,002626,金达威,食品行业
1106,002650,加加食品,食品行业
1107,002661,克明面业,食品行业
1108,002695,煌上煌,食品行业
1109,002702,海欣食品,食品行业
1110,002719,麦趣尔,食品行业
1111,002726,龙大肉食,食品行业
1112,002732,燕塘乳业,食品行业
1113,300138,晨光生物,食品行业
1114,300146,汤臣倍健,食品行业
1115,300149,量子高科,食品行业
1116,300175,朗源股份,食品行业
1117,300401,花园生物,食品行业
1118,600145,*ST新亿,陶瓷行业
1119,600286,S*ST国瓷,陶瓷行业
1120,603268,松发股份,陶瓷行业
1121,002102,冠福股份,陶瓷行业
1122,002162,悦心健康,陶瓷行业
1123,300089,文化长城,陶瓷行业
1124,300234,开尔新材,陶瓷行业
1125,300409,道氏技术,陶瓷行业
1126,600302,标准股份,纺织机械
1127,600610,中毅达,纺织机械
1128,600843,上工申贝,纺织机械
1129,000666,经纬纺机,纺织机械
1130,002021,中捷资源,纺织机械
1131,002196,方正电机,纺织机械
1132,002722,金轮股份,纺织机械
1133,300384,三联虹普,纺织机械
1134,600001,邯郸钢铁,钢铁行业
1135,600005,武钢股份,钢铁行业
1136,600010,包钢股份,钢铁行业
1137,600019,宝钢股份,钢铁行业
1138,600022,山东钢铁,钢铁行业
1139,600102,莱钢股份,钢铁行业
1140,600117,西宁特钢,钢铁行业
1141,600126,杭钢股份,钢铁行业
1142,600165,新日恒力,钢铁行业
1143,600193,创兴资源,钢铁行业
1144,600231,凌钢股份,钢铁行业
1145,600282,南钢股份,钢铁行业
1146,600307,酒钢宏兴,钢铁行业
1147,600357,承德钒钛,钢铁行业
1148,600399,抚顺特钢,钢铁行业
1149,600477,杭萧钢构,钢铁行业
1150,600496,精工钢构,钢铁行业
1151,600507,方大特钢,钢铁行业
1152,600532,宏达矿业,钢铁行业
1153,600558,大西洋,钢铁行业
1154,600569,安阳钢铁,钢铁行业
1155,600581,八一钢铁,钢铁行业
1156,600782,新钢股份,钢铁行业
1157,600784,鲁银投资,钢铁行业
1158,600808,马钢股份,钢铁行业
1159,600882,广泽股份,钢铁行业
1160,600992,贵绳股份,钢铁行业
1161,601003,柳钢股份,钢铁行业
1162,601005,*ST重钢,钢铁行业
1163,601028,玉龙股份,钢铁行业
1164,601969,海南矿业,钢铁行业
1165,000409,山东地矿,钢铁行业
1166,000629,*ST钒钛,钢铁行业
1167,000655,金岭矿业,钢铁行业
1168,000708,大冶特钢,钢铁行业
1169,000709,河钢股份,钢铁行业
1170,000717,韶钢松山,钢铁行业
1171,000761,本钢板材,钢铁行业
1172,000778,新兴铸管,钢铁行业
1173,000825,太钢不锈,钢铁行业
1174,000890,法 尔 胜,钢铁行业
1175,000898,鞍钢股份,钢铁行业
1176,000932,*ST华菱,钢铁行业
1177,000959,首钢股份,钢铁行业
1178,000969,安泰科技,钢铁行业
1179,002075,沙钢股份,钢铁行业
1180,002110,三钢闽光,钢铁行业
1181,002132,恒星科技,钢铁行业
1182,002318,久立特材,钢铁行业
1183,002359,北讯集团,钢铁行业
1184,002423,中原特钢,钢铁行业
1185,002443,金洲管道,钢铁行业
1186,002478,常宝股份,钢铁行业
1187,002487,大金重工,钢铁行业
1188,002524,光正集团,钢铁行业
1189,002541,鸿路钢构,钢铁行业
1190,002545,东方铁塔,钢铁行业
1191,002615,哈尔斯,钢铁行业
1192,002743,富煌钢构,钢铁行业
1193,300345,红宇新材,钢铁行业
1194,600008,首创股份,环保行业
1195,600292,远达环保,环保行业
1196,600874,创业环保,环保行业
1197,603126,中材节能,环保行业
1198,603588,高能环境,环保行业
1199,603686,龙马环卫,环保行业
1200,000544,中原环保,环保行业
1201,000598,兴蓉环境,环保行业
1202,000826,启迪桑德,环保行业
1203,002200,云投生态,环保行业
1204,002549,凯美特气,环保行业
1205,002573,清新环境,环保行业
1206,002616,长青集团,环保行业
1207,002672,东江环保,环保行业
1208,300055,万邦达,环保行业
1209,300070,碧水源,环保行业
1210,300156,神雾环保,环保行业
1211,300172,中电环保,环保行业
1212,300187,永清环保,环保行业
1213,300190,维尔利,环保行业
1214,300197,铁汉生态,环保行业
1215,300262,巴安水务,环保行业
1216,300332,天壕环境,环保行业
1217,300335,迪森股份,环保行业
1218,300355,蒙草生态,环保行业
1219,300388,国祯环保,环保行业
1220,300422,博世科,环保行业
1221,600059,古越龙山,酿酒行业
1222,600084,中葡股份,酿酒行业
1223,600090,同济堂,酿酒行业
1224,600132,重庆啤酒,酿酒行业
1225,600197,伊力特,酿酒行业
1226,600199,金种子酒,酿酒行业
1227,600238,海南椰岛,酿酒行业
1228,600365,通葡股份,酿酒行业
1229,600519,贵州茅台,酿酒行业
1230,600543,莫高股份,酿酒行业
1231,600559,老白干酒,酿酒行业
1232,600573,惠泉啤酒,酿酒行业
1233,600600,青岛啤酒,酿酒行业
1234,600616,金枫酒业,酿酒行业
1235,600702,沱牌舍得,酿酒行业
1236,600779,水井坊,酿酒行业
1237,600809,山西汾酒,酿酒行业
1238,601579,会稽山,酿酒行业
1239,603369,今世缘,酿酒行业
1240,000557,西部创业,酿酒行业
1241,000568,泸州老窖,酿酒行业
1242,000596,古井贡酒,酿酒行业
1243,000729,燕京啤酒,酿酒行业
1244,000752,西藏发展,酿酒行业
1245,000799,酒鬼酒,酿酒行业
1246,000858,五 粮 液,酿酒行业
1247,000860,顺鑫农业,酿酒行业
1248,000869,张 裕Ａ,酿酒行业
1249,000929,兰州黄河,酿酒行业
1250,000995,皇台酒业,酿酒行业
1251,002304,洋河股份,酿酒行业
1252,002461,珠江啤酒,酿酒行业
1253,002646,青青稞酒,酿酒行业
1254,600903,贵州燃气,次新股
1255,600933,爱柯迪,次新股
1256,601019,山东出版,次新股
1257,601108,财通证券,次新股
1258,603076,乐惠国际,次新股
1259,603083,剑桥科技,次新股
1260,603103,横店影视,次新股
1261,603110,东方材料,次新股
1262,603260,合盛硅业,次新股
1263,603278,大业股份,次新股
1264,603289,泰瑞机器,次新股
1265,603365,水星家纺,次新股
1266,603396,金辰股份,次新股
1267,603466,风语筑,次新股
1268,603499,翔港科技,次新股
1269,603507,振江股份,次新股
1270,603605,珀莱雅,次新股
1271,603607,京华激光,次新股
1272,603619,中曼石油,次新股
1273,603659,璞泰来,次新股
1274,603661,恒林股份,次新股
1275,603683,晶华新材,次新股
1276,603685,晨丰科技,次新股
1277,603711,香飘飘,次新股
1278,603722,阿科力,次新股
1279,603809,豪能股份,次新股
1280,603829,洛凯股份,次新股
1281,603848,好太太,次新股
1282,603856,东宏股份,次新股
1283,603890,春秋电子,次新股
1284,603912,佳力图,次新股
1285,603916,苏博特,次新股
1286,603917,合力科技,次新股
1287,603922,金鸿顺,次新股
1288,603937,丽岛新材,次新股
1289,603970,中农立华,次新股
1290,002864,盘龙药业,次新股
1291,002903,宇环数控,次新股
1292,002905,金逸影视,次新股
1293,002906,华阳集团,次新股
1294,002907,华森制药,次新股
1295,002908,德生科技,次新股
1296,002909,集泰股份,次新股
1297,002910,庄园牧场,次新股
1298,002911,佛燃股份,次新股
1299,002912,中新赛克,次新股
1300,002913,奥士康,次新股
1301,002915,中欣氟材,次新股
1302,002917,金奥博,次新股
1303,300708,聚灿光电,次新股
1304,300709,精研科技,次新股
1305,300710,万隆光电,次新股
1306,300711,广哈通信,次新股
1307,300712,永福股份,次新股
1308,300713,英可瑞,次新股
1309,300715,凯伦股份,次新股
1310,300716,国立科技,次新股
1311,300717,华信新材,次新股
1312,300718,长盛轴承,次新股
1313,300719,安达维尔,次新股
1314,300720,海川智能,次新股
1315,300721,怡达股份,次新股
1316,300722,新余国科,次新股
1317,300723,一品红,次新股
1318,300725,药石科技,次新股
1319,300726,宏达电子,次新股
1320,300727,润禾材料,次新股
1321,300729,乐歌股份,次新股
1322,300730,科创信息,次新股
1323,300731,科创新源,次新股
1324,300732,设研院,次新股
1325,600112,*ST天成,电器行业
1326,600202,哈空调,电器行业
1327,600379,宝光股份,电器行业
1328,600405,动力源,电器行业
1329,600468,百利电气,电器行业
1330,600482,中国动力,电器行业
1331,600560,金自天正,电器行业
1332,600577,精达股份,电器行业
1333,600847,*ST万里,电器行业
1334,600885,宏发股份,电器行业
1335,601311,骆驼股份,电器行业
1336,601616,广电电气,电器行业
1337,603015,弘讯科技,电器行业
1338,603606,东方电缆,电器行业
1339,603703,盛洋科技,电器行业
1340,603988,中电电机,电器行业
1341,000049,德赛电池,电器行业
1342,000922,*ST佳电,电器行业
1343,002164,宁波东力,电器行业
1344,002176,江特电机,电器行业
1345,002249,大洋电机,电器行业
1346,002266,浙富控股,电器行业
1347,002298,中电鑫龙,电器行业
1348,002309,中利集团,电器行业
1349,002322,理工环科,电器行业
1350,002334,英威腾,电器行业
1351,002335,科华恒盛,电器行业
1352,002339,积成电子,电器行业
1353,002364,中恒电气,电器行业
1354,002380,科远股份,电器行业
1355,002452,长高集团,电器行业
1356,002546,新联电子,电器行业
1357,002576,通达动力,电器行业
1358,002580,圣阳股份,电器行业
1359,002606,大连电瓷,电器行业
1360,002617,露笑科技,电器行业
1361,002647,民盛金科,电器行业
1362,002664,信质电机,电器行业
1363,002665,首航节能,电器行业
1364,002670,国盛金控,电器行业
1365,002684,猛狮科技,电器行业
1366,002706,良信电器,电器行业
1367,002730,电光科技,电器行业
1368,002733,雄韬股份,电器行业
1369,300068,南都电源,电器行业
1370,300140,中环装备,电器行业
1371,300217,东方电热,电器行业
1372,300222,科大智能,电器行业
1373,300252,金信诺,电器行业
1374,300265,通光线缆,电器行业
1375,300274,阳光电源,电器行业
1376,300283,温州宏丰,电器行业
1377,300356,光一科技,电器行业
1378,300376,易事特,电器行业
1379,300403,地尔汉宇,电器行业
1380,300407,凯发电气,电器行业
1381,300438,鹏辉能源,电器行业
1382,300447,全信股份,电器行业
1383,600037,歌华有线,传媒娱乐
1384,600088,中视传媒,传媒娱乐
1385,600234,ST山水,传媒娱乐
1386,600373,中文传媒,传媒娱乐
1387,600551,时代出版,传媒娱乐
1388,600633,浙数文化,传媒娱乐
1389,600637,东方明珠,传媒娱乐
1390,600757,长江传媒,传媒娱乐
1391,600825,新华传媒,传媒娱乐
1392,600831,广电网络,传媒娱乐
1393,600959,江苏有线,传媒娱乐
1394,601098,中南传媒,传媒娱乐
1395,601801,皖新传媒,传媒娱乐
1396,601928,凤凰传媒,传媒娱乐
1397,601929,吉视传媒,传媒娱乐
1398,601999,出版传媒,传媒娱乐
1399,000156,华数传媒,传媒娱乐
1400,000504,南华生物,传媒娱乐
1401,000607,华媒控股,传媒娱乐
1402,000665,湖北广电,传媒娱乐
1403,000719,大地传媒,传媒娱乐
1404,000793,华闻传媒,传媒娱乐
1405,000835,长城动漫,传媒娱乐
1406,000917,电广传媒,传媒娱乐
1407,002071,长城影视,传媒娱乐
1408,002143,印纪传媒,传媒娱乐
1409,002181,粤 传 媒,传媒娱乐
1410,002238,天威视讯,传媒娱乐
1411,002292,奥飞娱乐,传媒娱乐
1412,002624,完美世界,传媒娱乐
1413,002712,思美传媒,传媒娱乐
1414,002739,万达电影,传媒娱乐
1415,300027,华谊兄弟,传媒娱乐
1416,300133,华策影视,传媒娱乐
1417,300148,天舟文化,传媒娱乐
1418,300251,光线传媒,传媒娱乐
1419,300291,华录百纳,传媒娱乐
1420,300336,新文化,传媒娱乐
1421,300364,中文在线,传媒娱乐
1422,300426,唐德影视,传媒娱乐
1423,600075,新疆天业,化工行业
1424,600078,澄星股份,化工行业
1425,600091,ST明科,化工行业
1426,600135,乐凯胶片,化工行业
1427,600141,兴发集团,化工行业
1428,600155,宝硕股份,化工行业
1429,600160,巨化股份,化工行业
1430,600228,*ST昌九,化工行业
1431,600229,城市传媒,化工行业
1432,600249,两面针,化工行业
1433,600273,嘉化能源,化工行业
1434,600277,亿利洁能,化工行业
1435,600281,太化股份,化工行业
1436,600299,安迪苏,化工行业
1437,600301,ST南化,化工行业
1438,600309,万华化学,化工行业
1439,600315,上海家化,化工行业
1440,600319,亚星化学,化工行业
1441,600328,兰太实业,化工行业
1442,600339,中油工程,化工行业
1443,600352,浙江龙盛,化工行业
1444,600367,红星发展,化工行业
1445,600378,天科股份,化工行业
1446,600409,三友化工,化工行业
1447,600481,双良节能,化工行业
1448,600490,鹏欣资源,化工行业
1449,600599,熊猫金控,化工行业
1450,600618,氯碱化工,化工行业
1451,600636,*ST爱富,化工行业
1452,600722,金牛化工,化工行业
1453,600746,江苏索普,化工行业
1454,600844,*ST丹科,化工行业
1455,600985,雷鸣科化,化工行业
1456,601118,海南橡胶,化工行业
1457,601208,东材科技,化工行业
1458,601216,君正集团,化工行业
1459,601678,滨化股份,化工行业
1460,603002,宏昌电子,化工行业
1461,603010,万盛股份,化工行业
1462,603077,和邦生物,化工行业
1463,603188,亚邦股份,化工行业
1464,000510,金路集团,化工行业
1465,000523,广州浪奇,化工行业
1466,000545,金浦钛业,化工行业
1467,000565,渝三峡Ａ,化工行业
1468,000627,天茂集团,化工行业
1469,000635,英 力 特,化工行业
1470,000662,天夏智慧,化工行业
1471,000683,远兴能源,化工行业
1472,000698,沈阳化工,化工行业
1473,000707,双环科技,化工行业
1474,000737,南风化工,化工行业
1475,000755,*ST三维,化工行业
1476,000818,方大化工,化工行业
1477,000822,山东海化,化工行业
1478,000887,中鼎股份,化工行业
1479,000985,大庆华科,化工行业
1480,000990,诚志股份,化工行业
1481,002010,传化智联,化工行业
1482,002014,永新股份,化工行业
1483,002037,久联发展,化工行业
1484,002053,云南能投,化工行业
1485,002054,德美化工,化工行业
1486,002061,江山化工,化工行业
1487,002068,黑猫股份,化工行业
1488,002092,中泰化学,化工行业
1489,002094,青岛金王,化工行业
1490,002096,南岭民爆,化工行业
1491,002109,兴化股份,化工行业
1492,002125,湘潭电化,化工行业
1493,002136,安 纳 达,化工行业
1494,002145,中核钛白,化工行业
1495,002165,红 宝 丽,化工行业
1496,002192,融捷股份,化工行业
1497,002201,九鼎新材,化工行业
1498,002211,宏达新材,化工行业
1499,002217,合力泰,化工行业
1500,002224,三 力 士,化工行业
1501,002226,江南化工,化工行业
1502,002246,北化股份,化工行业
1503,002250,联化科技,化工行业
1504,002256,兆新股份,化工行业
1505,002319,乐通股份,化工行业
1506,002326,永太科技,化工行业
1507,002341,新纶科技,化工行业
1508,002360,同德化工,化工行业
1509,002361,神剑股份,化工行业
1510,002377,国创高新,化工行业
1511,002381,双箭股份,化工行业
1512,002386,天原集团,化工行业
1513,002395,双象股份,化工行业
1514,002407,多氟多,化工行业
1515,002408,齐翔腾达,化工行业
1516,002409,雅克科技,化工行业
1517,002411,必康股份,化工行业
1518,002440,闰土股份,化工行业
1519,002442,龙星化工,化工行业
1520,002450,康得新,化工行业
1521,002453,天马精化,化工行业
1522,002455,百川股份,化工行业
1523,600048,保利地产,房地产
1524,600052,浙江广厦,房地产
1525,600053,九鼎投资,房地产
1526,600067,冠城大通,房地产
1527,600077,宋都股份,房地产
1528,600082,海泰发展,房地产
1529,600094,大名城,房地产
1530,600095,哈高科,房地产
1531,600113,浙江东日,房地产
1532,600133,东湖高新,房地产
1533,600159,大龙地产,房地产
1534,600162,香江控股,房地产
1535,600173,卧龙地产,房地产
1536,600175,美都能源,房地产
1537,600185,格力地产,房地产
1538,600208,新湖中宝,房地产
1539,600223,鲁商置业,房地产
1540,600225,*ST松江,房地产
1541,600239,云南城投,房地产
1542,600240,华业资本,房地产
1543,600246,万通地产,房地产
1544,600266,北京城建,房地产
1545,600322,天房发展,房地产
1546,600325,华发股份,房地产
1547,600340,华夏幸福,房地产
1548,600376,首开股份,房地产
1549,600383,金地集团,房地产
1550,600393,粤泰股份,房地产
1551,600463,空港股份,房地产
1552,600503,华丽家族,房地产
1553,600510,黑牡丹,房地产
1554,600533,栖霞建设,房地产
1555,600565,迪马股份,房地产
1556,600568,中珠医疗,房地产
1557,600606,绿地控股,房地产
1558,600615,丰华股份,房地产
1559,600621,华鑫股份,房地产
1560,600638,新黄浦,房地产
1561,600641,万业企业,房地产
1562,600657,信达地产,房地产
1563,600663,陆家嘴,房地产
1564,600665,天地源,房地产
1565,600675,中华企业,房地产
1566,600683,京投发展,房地产
1567,600684,珠江实业,房地产
1568,600696,*ST匹凸,房地产
1569,600716,凤凰股份,房地产
1570,600724,宁波富达,房地产
1571,600732,ST新梅,房地产
1572,600733,S*ST前锋,房地产
1573,600743,华远地产,房地产
1574,600745,闻泰科技,房地产
1575,600748,上实发展,房地产
1576,600767,*ST运盛,房地产
1577,600773,西藏城投,房地产
1578,600791,京能置业,房地产
1579,600807,天业股份,房地产
1580,600823,世茂股份,房地产
1581,600862,中航高科,房地产
1582,600890,中房股份,房地产
1583,601588,北辰实业,房地产
1584,000002,万 科Ａ,房地产
1585,000005,世纪星源,房地产
1586,000006,深振业Ａ,房地产
1587,000009,中国宝安,房地产
1588,000011,深物业A,房地产
1589,000014,沙河股份,房地产
1590,000024,招商地产,房地产
1591,000029,深深房Ａ,房地产
1592,000031,中粮地产,房地产
1593,000036,华联控股,房地产
1594,000038,深大通,房地产
1595,000040,东旭蓝天,房地产
1596,000042,中洲控股,房地产
1597,000043,中航地产,房地产
1598,000046,泛海控股,房地产
1599,000056,皇庭国际,房地产
1600,000402,金 融 街,房地产
1601,000502,绿景控股,房地产
1602,000505,珠江控股,房地产
1603,000506,中润资源,房地产
1604,000514,渝 开 发,房地产
1605,000517,荣安地产,房地产
1606,000526,*ST紫学,房地产
1607,000534,万泽股份,房地产
1608,000537,广宇发展,房地产
1609,000540,中天金融,房地产
1610,000558,莱茵体育,房地产
1611,000567,海德股份,房地产
1612,000573,粤宏远Ａ,房地产
1613,000608,阳光股份,房地产
1614,000609,绵石投资,房地产
1615,000616,海航投资,房地产
1616,000620,新华联,房地产
1617,000631,顺发恒业,房地产
1618,000656,金科股份,房地产
1619,000667,美好置业,房地产
1620,000668,荣丰控股,房地产
1621,000671,阳 光 城,房地产
1622,000691,亚太实业,房地产
1623,600000,浦发银行,金融行业
1624,600015,华夏银行,金融行业
1625,600016,民生银行,金融行业
1626,600030,中信证券,金融行业
1627,600036,招商银行,金融行业
1628,600109,国金证券,金融行业
1629,600291,西水股份,金融行业
1630,600369,西南证券,金融行业
1631,600643,爱建集团,金融行业
1632,600705,中航资本,金融行业
1633,600816,安信信托,金融行业
1634,600830,香溢融通,金融行业
1635,600837,海通证券,金融行业
1636,600958,东方证券,金融行业
1637,600999,招商证券,金融行业
1638,601009,南京银行,金融行业
1639,601099,太平洋,金融行业
1640,601166,兴业银行,金融行业
1641,601169,北京银行,金融行业
1642,601198,东兴证券,金融行业
1643,601288,农业银行,金融行业
1644,601318,中国平安,金融行业
1645,601328,交通银行,金融行业
1646,601336,新华保险,金融行业
1647,601377,兴业证券,金融行业
1648,601398,工商银行,金融行业
1649,601555,东吴证券,金融行业
1650,601601,中国太保,金融行业
1651,601628,中国人寿,金融行业
1652,601688,华泰证券,金融行业
1653,601788,光大证券,金融行业
1654,601818,光大银行,金融行业
1655,601901,方正证券,金融行业
1656,601939,建设银行,金融行业
1657,601988,中国银行,金融行业
1658,601998,中信银行,金融行业
1659,000001,平安银行,金融行业
